candidate_id,mp_name,constituency,party,owner,raw_name_as_scraped,parsed_qty,parsed_declared_value
3452,HASMUKHBHAI PATEL (H.S.PATEL),AHMEDABAD EAST  (GUJARAT),,spouse,Nainita Cotspin Private Limited 5000 Shares,,50000
3452,HASMUKHBHAI PATEL (H.S.PATEL),AHMEDABAD EAST  (GUJARAT),,spouse,Sahiyar Mahila Nagrik Sahakari Mandali 50 Shares,,500
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Aditya Vision Ltd,25,85903
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Archit Organosys Ltd,3737,161663
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Avantel Ltd,250,24750
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Dhani Services Ltd,1400,53200
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Easy Trip Planners Ltd,6200,265918
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,HBL Power Systems Ltd,234,106353
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Himadri Specialty Chemical Ltd,150,45248
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Imagicaaworld Entertainment Ltd,500,38575
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Indiabulls Housing Finance Ltd,3625,610088
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Indiabulls Housing Finance Ltd Partly Paidup,2959,249888
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Indus Towers Ltd,250,72788
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Jio Financial Services Ltd,415,146827
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Patel Engineering Ltd,500,28475
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Pilani Investment And Industries Corporation Ltd,15,51162
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Rathi Graphic Technologies Ltd,1900,0
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Reliance Power Ltd,1000,28230
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Salasar Techno Engineering Ltd,1500,30015
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Suzion Energy Ltd,500,20235
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Tilaknagar Industries Ltd,150,31545
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Wardwizard Innovations & Mobility Ltd,500,28410
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Yes Bank Ltd,10000,232000
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Inveso India Equity & Bond Fund,9519.367,180112
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Bank of India ELSS Tax Saver Fund,311.051,46639
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Bank of India Manufacturing And Infrastructure Fund,2742.896,131193
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Edelweiss Mid Cap Fund,10376.458,792886
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Franklin Build India Fund,10198.581,1231391
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,HDFC Retirement Savings Fund,40027.480,1758207
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,HDFC Retirement Savings Fund,2026.380,89009
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,ICICI Prudential Retirement Fund,1532.465,40641
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,JM Midcap Fund,30049.492,460977
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Mahindra Manulife Flexi Cap Fund,19342.668,272380
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Mirae Asset Focused Fund,64565.941,1404567
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Nippon India Retirement Fund,21082.729,527998
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,Bank of India Ultra Short Duration Fund,387.608,1127959
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,self,JM Low Duration Fund,28068.663,948906
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Aditya Vision Ltd,25,85903
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Archit Organosys Ltd,3841,166162
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Avantel Ltd,250,24750
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Best And Crompton Engineering Ltd,500,0
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Dhani Services Ltd,1000,38000
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Easy Trip Planners Ltd,500,21445
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,HBL Power Systems Ltd,100,45450
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Himadri Specialty Chemical Ltd,150,45248
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Imagicaaworld Entertainment Ltd,500,38575
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Indiabulls Housing Finance Ltd,2300,387090
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Indiabulla Housing Finance Ltd Partly Paidup,1877,158513
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Indus Towers Ltd,250,72788
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Jio Financial Services Ltd,,88450
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Kingfisher Airlines Ltd,2000,0
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Patel Engineering Ltd,500,28475
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Pilani Investment And Industries Corporation Ltd,15,51162
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Relliance Power Ltd,1000,28230
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Salasar Techno Engineering Ltd,1500,30015
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Suzlon Energy Ltd,500,20235
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Tilaknagar Industries Ltd,150,31545
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Wardwizard Innovations & Mobility Ltd,500,28410
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Yes Bank Ltd,10000,232000
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,PGIM India Money Market Fund,782.227,949120
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Union Money Market Fund,1114.281,1263427
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Bandhan ELSS Tax Saver Fund,606.508,83355
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Baroda BNP Pariban India Consumption Fund,54501.734,1477771
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,DSP Focus Fund,1876.585,82665
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Franklin Build India Fund,12743.940,1538721
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,HSBC Consumption Fund,68636.973,822003
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Invesco India Midcap Fund,16595.103,2141266
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Mahindra Manulife Flexi Cap Fund,4999.750,70405
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Mirae Asset ELSS Tax Saver Fund,10332.509,421783
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Mirae Asset Focused Fund,21803.513,474314
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Nippon Asset Focused Fund,20208.643,506107
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,PGIM India Large And Mid Cap Fund,11059.846,115133
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,PGIM India Midcap Opportunities Fund,21111.767,1136235
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Quant Manufacturing Fund,18492.764,259215
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Union Business Cycle Fund,14169.332,143252
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,spouse,Union ELSS Tax Saver Fund,767.337,43523
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,huf,Indiabulls Housing Fiannce Ltd. Share,300,50490
3735,DINESHBHAI MAKWANA (ADVOCATE),AHMEDABAD WEST (SC)  (GUJARAT),,huf,"South Indian Bank Ltd., Share",200,5458
5328,NILESH DNYANDEV LANKE,AHMEDNAGAR  (MAHARASHTRA),,self,Shears Senapati Bapat Multi State Co-op Credit So. Parner,,12510
5328,NILESH DNYANDEV LANKE,AHMEDNAGAR  (MAHARASHTRA),,self,Shears Nagar Arban Co-op Bank Ltd Ahamadnagar,,8400
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,self,Anukmpa Marwal Pra. Li Kishangarh No 5xxxxx,,540000
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Puna Wala Company Share No.100,,47580
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Moontak Companay Share,23,8775
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Axit Cotton,400,8420
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Global Capital Companay,14500,12470
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Nesitle India Companay SHare,18,46213
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Poly Link Polymers Share,1660,40902
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Rattan India Pawaer Ldt Companay,200,1652
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,SBFC Finance Ldt Companay Share,45,3638
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Tata Motors Companay Share,03,2936
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Tv18 Broadcast Share,105,4933
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Urja Global Ldt Companay Share,200,3896
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Vikas Lifecare Share,800,3936
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Yess Bank Companay Share,350,8095
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Jaiprakash Power Companay,,92753
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,JTEKT 10 india Ldt Compnanay Share,,1632
2038,BHAGIRATH CHOUDHARY,AJMER  (RAJASTHAN),,spouse,Motisons Companany Share,200,32090
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,self,Nishant Multistate Co-op Credit Society Linking Shares (Lumpsum),,99500
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,self,Nishant Multistate Co-op Credit Society 5 Shares Of Rs,100,500
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,self,The Nilkanth Sah Soot Girni Ltd Akola 1 Share Of Rs,2000,2000
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,self,The Akola Urban Co-op Bank Ltd Akola 1 Share of Rs,1000,1000
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,self,Pristine Infocast Pvt Ltd Akola 30000 Shares Of Rs 10/- Each,,300000
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,self,Shetkari Nishta Agro Producer Company Limited,,0
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,spouse,Nishant Multistate Co-op Credit Society 1 Share Of Rs,100,100
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,spouse,"The Nilkanth Sah Soot Girni Ltd., Akola 1 Share Of Rs",2000,2000
2367,ANUP SANJAY DHOTRE,AKOLA  (MAHARASHTRA),,huf,"Akola Washim District Central Co-op Bank, Akola Linking Shares For Crop Loan Of Anup Dhotre And Samiksha Dhotre",,40000
2268,K.RADHAKRISHNAN,ALATHUR (SC)  (KERALA),,self,Malayalam Communications Pvt. Ltd. Share,,10000
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,HDFC Fleci Cap Unit-296,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,HDFC Multi Cup Fund Unit-25179,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,HDFC Small Cap Fund Unit-2682,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,HDFC Top 100 Unit-58,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Mirae AssetF. Fund Unit-3879 HDFC Demate A/C No NSDL IN3015916391338,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Gol Offshore Ltd. Eq. Share-48,,0
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,HDFC Bank Ltd. Eq. Share-28,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,ITC Ltd. Eq. Share-150,,64580
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,ICIC Pro. M F Eq-100,,6213
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Jio Fin Service Ltd. Eq-372,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Larsen & Tourbo Ltd. Eq New FV. RE.2/-Eq .Share.50,,179705
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Mahindra LifeSpace Developers Ltd. Eq Share-228,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,"Mangalore Refinery & Pet, Ltd. Eq. Share-100",,22560
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,NHPC Ltd.Eq-990,,80910
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Rattan India Power Ltd. Eq.8000,,71200
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Reliance India Power Ltd. Eq.Share-81,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Sunday Exports Ltd. Eq.-100,,0
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Reliance Ind. Ltd. Eq-372,,1091504
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Tata Elxsi Ltd.Eq-6,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Tata Steel Ltd.Eq-4595,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,The Great Easten Shipping Company Ltd.Eq-76,,78010
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Titan Company Ltd. Eq-New RE/1- Eq.Share-10,,36380
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,self,Yes Bank Ltd. EQ FV Rs. 2/-EQ.Share-300,,77100
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Kotak Flexi Cap Reg (G) Unit-6278.6170,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Mirac Ast. Nifty100 ESG Sec Leader FOF Reg(G)Unit-19999 HDFC Demate A/C No-(BO),1208160136921398,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,HDFC Bank Eq.Share-10,,15117
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,RTN Power BE Eq.Share-1000,,8850
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,INFY Eq.Share-5,,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Yes Bank Eq.Share1000,,25950
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,"Suzlan Eq, Share-200",,8400
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,"Jio Financial Eq. Share-35,",,
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,IRB Intra Dev Eq Share-200 Current Value,,13560
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Infosys Eq Share 20 Current Value,,28769
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Tata Technology Eq Share 10 Current Value,,10693
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Sail EQ Share 100 Current Value,,16495
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Vodafone Idea Eq Share,1000,13900
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Alok Industries Eq Share-500,,13800
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,spouse,Vikad Life Care Eq Current Value,,18725
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,dep1,Axis Samall Cap Fund Reg G unit-2126,,189538
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,dep1,Bandhan Reg G Unit-7149,,258600
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,dep1,LIC MF Felxi Cap Reg G Unit,1487,130755
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,dep2,Bandhan Small Cap Reg G Unit,7149.9710,258600
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,dep2,Kotak Emeging Equity G Unit,3631.9330,388918
8371,UJJWAL RAMAN SINGH,ALLAHABAD  (UTTAR PRADESH),,dep2,LIC MF Aggressive Hybrid Reg G Unit,98,17029
5300,G M HARISH (BALAYOGI),AMALAPURAM (SC)  (ANDHRA PRADESH),,self,Krishna Institute Of Medical Science Limited 90 Equilty Shares,,175149
8414,VARUN CHAUDHRY,AMBALA (SC)  (HARYANA),,self,"Steel Authority of India Ltd, Qty 1800 Shares",,296910
8414,VARUN CHAUDHRY,AMBALA (SC)  (HARYANA),,self,"Tata Chemicals Ltd, Qty- 100 Shares",,111490
8414,VARUN CHAUDHRY,AMBALA (SC)  (HARYANA),,self,"Oil & Natural Gas Corporation, Qty 400 Shares",,112820
8414,VARUN CHAUDHRY,AMBALA (SC)  (HARYANA),,self,"Rain Industries Ltd, Qty- 950 Shares",,171950
8414,VARUN CHAUDHRY,AMBALA (SC)  (HARYANA),,self,UTI Nifty 50 Index Fund SIP,,2573875
8414,VARUN CHAUDHRY,AMBALA (SC)  (HARYANA),,self,UTI Nifty Next 50 Index Fund SIP,,2649879
7521,KISHORI LAL,AMETHI  (UTTAR PRADESH),,self,"Investment in Business, M/s Sai Filling Station GT Road, Ludhiana (Prop Sh. Kishorei Lal)",,9783723
7521,KISHORI LAL,AMETHI  (UTTAR PRADESH),,spouse,"Investment in Business-M/s Sai Motors Gill road, Ludhiana (Prop smt Kiran Bala)",,11590620
1120,BALWANT BASWANT WANKHADE,AMRAVATI (SC)  (MAHARASHTRA),,spouse,Green Luck Farmer Producer Company,,10000
1120,BALWANT BASWANT WANKHADE,AMRAVATI (SC)  (MAHARASHTRA),,dep1,Green Luck Farmer Producer Company,,10000
8734,GURJEET SINGH AUJLA,AMRITSAR  (PUNJAB),,self,350000 EQ Shares R.S Land Holding Pvt Ltd,,5448800
8734,GURJEET SINGH AUJLA,AMRITSAR  (PUNJAB),,self,6000 Eq Shares Of Each 10 Of White rock Builders And Colonizer Pvt Ltd,,60000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in Raj Buildworth Pvt. Ltd.,,5000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in KST Aviation Pvt. Ltd.,,19950000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in Raj Infratech Pvt. Ltd.,,5000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in Wellworth Realtech LLP,,10000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in Arnav Buillwell Pvt. Ltd,,25000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in sphere Buildwell Pvt. Ltd.,,50000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in Rajkunwar lnfrastructrue Pvt. Ltd.,,15050000
1807,KANWAR SINGH TANWAR,AMROHA  (UTTAR PRADESH),,self,Share in TPK Buildcon Pvt. Ltd.,,2500
